Date,Open,High,Low,Close,Volume
8/1/2022 16:00:00,301.27,311.88,295,297.28,39014296
8/2/2022 16:00:00,294,307.83,292.67,300.59,31859156
8/3/2022 16:00:00,305,309.55,301.15,307.4,26697035
8/4/2022 16:00:00,311,313.61,305,308.63,24085439
8/5/2022 16:00:00,302.67,304.61,285.54,288.17,37724299
8/8/2022 16:00:00,295,305.2,289.09,290.42,33121758
8/9/2022 16:00:00,290.29,292.4,279.35,283.33,28748227
8/10/2022 16:00:00,297.07,297.51,283.37,294.36,31639624
8/11/2022 16:00:00,296.51,298.24,285.83,286.63,23385015
8/12/2022 16:00:00,289.42,300.16,285.03,300.03,26552429
8/15/2022 16:00:00,301.79,313.13,301.23,309.32,29786389
8/16/2022 16:00:00,311.67,314.67,302.88,306.56,29378774
8/17/2022 16:00:00,303.4,309.66,300.03,304,22921990
8/18/2022 16:00:00,306,306.5,301.85,302.87,15833512
8/19/2022 16:00:00,299,300.36,292.5,296.67,20465129
8/22/2022 16:00:00,291.91,292.4,286.3,289.91,18614449
8/23/2022 16:00:00,291.45,298.83,287.92,296.45,21328348
8/24/2022 16:00:00,297.56,303.65,296.5,297.1,19086572
8/25/2022 16:00:00,302.36,302.96,291.6,296.07,53230013
8/26/2022 16:00:00,297.43,302,287.47,288.09,57163947
8/29/2022 16:00:00,282.83,287.74,280.7,284.82,41864742
8/30/2022 16:00:00,287.87,288.48,272.65,277.7,50541759
8/31/2022 16:00:00,280.62,281.25,271.81,275.61,52107337
9/1/2022 16:00:00,272.58,277.58,266.15,277.16,54287024
9/2/2022 16:00:00,281.07,282.35,269.08,270.21,50890090
9/6/2022 16:00:00,272.68,275.99,265.74,274.42,55859984
9/7/2022 16:00:00,273.1,283.84,272.27,283.7,50028916
9/8/2022 16:00:00,281.3,289.5,279.76,289.26,53713124
9/9/2022 16:00:00,291.67,299.85,291.25,299.68,54470854
9/12/2022 16:00:00,300.72,305.49,300.4,304.42,48674604
9/13/2022 16:00:00,292.9,297.4,290.4,292.13,68229619
9/14/2022 16:00:00,292.24,306,291.64,302.61,72628653
9/15/2022 16:00:00,301.83,309.12,300.72,303.75,64795523
9/16/2022 16:00:00,299.61,303.71,295.6,303.35,87087786
9/19/2022 16:00:00,300.09,309.84,297.8,309.07,60231156
9/20/2022 16:00:00,306.91,313.33,305.58,308.73,61642783
9/21/2022 16:00:00,308.29,313.8,300.63,300.8,62555656
9/22/2022 16:00:00,299.86,301.29,285.82,288.59,70545413
9/23/2022 16:00:00,283.09,284.5,272.82,275.33,63748362
9/26/2022 16:00:00,271.83,284.09,270.31,276.01,58076913
9/27/2022 16:00:00,283.84,288.67,277.51,282.94,61925185
9/28/2022 16:00:00,283.08,289,277.57,287.81,54664809
9/29/2022 16:00:00,282.76,283.65,265.78,268.21,77620642
9/30/2022 16:00:00,266.15,275.57,262.47,265.25,67726598
10/3/2022 16:00:00,254.5,255.16,241.01,242.4,98363541
10/4/2022 16:00:00,250.52,257.5,242.01,249.44,109578535
10/5/2022 16:00:00,245.01,246.67,233.27,240.81,86982673
10/6/2022 16:00:00,239.44,244.58,235.35,238.13,69298437
10/7/2022 16:00:00,233.94,234.57,222.02,223.07,83916800
10/10/2022 16:00:00,223.93,226.99,218.36,222.96,67925018
10/11/2022 16:00:00,220.95,225.75,215,216.5,77013202
10/12/2022 16:00:00,215.33,219.3,211.51,217.24,66860699
10/13/2022 16:00:00,208.3,222.99,206.22,221.72,91483045
10/14/2022 16:00:00,224.01,226.26,204.16,204.99,94124511
10/17/2022 16:00:00,210.04,221.86,209.45,219.35,79428810
10/18/2022 16:00:00,229.5,229.82,217.25,220.19,75891905
10/19/2022 16:00:00,219.8,222.93,217.78,222.04,66571479
10/20/2022 16:00:00,208.28,215.55,202,207.28,117798062
10/21/2022 16:00:00,206.42,214.66,203.8,214.44,75713754
10/24/2022 16:00:00,205.82,213.5,198.59,211.25,100446765
10/25/2022 16:00:00,210.1,224.35,210,222.42,96507870
10/26/2022 16:00:00,219.4,230.6,218.2,224.64,85327078
10/27/2022 16:00:00,229.77,233.81,222.85,225.09,61638824
10/28/2022 16:00:00,225.4,228.86,216.35,228.52,69152386
10/31/2022 16:00:00,226.19,229.85,221.94,227.54,61554341
11/1/2022 16:00:00,234.05,237.4,227.28,227.82,62688822
11/2/2022 16:00:00,226.04,227.87,214.82,214.98,63070293
11/3/2022 16:00:00,211.36,221.2,210.14,215.31,56538848
11/4/2022 16:00:00,222.6,223.8,203.08,207.47,98622212
11/7/2022 16:00:00,208.65,208.9,196.66,197.08,93916520
11/8/2022 16:00:00,194.02,195.2,186.75,191.3,128803404
11/9/2022 16:00:00,190.78,195.89,177.12,177.59,127062659
11/10/2022 16:00:00,189.9,191,180.03,190.72,132703015
11/11/2022 16:00:00,186,196.52,182.59,195.97,114403575
11/14/2022 16:00:00,192.77,195.73,186.34,190.95,92226649
11/15/2022 16:00:00,195.88,200.82,192.06,194.42,91293785
11/16/2022 16:00:00,191.51,192.57,185.66,186.92,66567599
11/17/2022 16:00:00,183.96,186.16,180.9,183.17,64335970
11/18/2022 16:00:00,185.05,185.19,176.55,180.19,76048866
11/21/2022 16:00:00,175.85,176.77,167.54,167.87,92882712
11/22/2022 16:00:00,168.63,170.92,166.19,169.91,78452327
11/23/2022 16:00:00,173.57,183.62,172.5,183.2,109536709
11/25/2022 13:05:00,185.06,185.2,180.63,182.86,50672739
11/28/2022 16:00:00,179.96,188.5,179,182.92,93038148
11/29/2022 16:00:00,184.99,186.38,178.75,180.83,83357111
11/30/2022 16:00:00,182.43,194.76,180.63,194.7,109186404
12/1/2022 16:00:00,197.08,198.92,191.8,194.7,80046213
12/2/2022 16:00:00,191.78,196.25,191.11,194.86,73645922
12/5/2022 16:00:00,189.44,191.27,180.55,182.45,93122667
12/6/2022 16:00:00,181.22,183.65,175.33,179.82,92150823
12/7/2022 16:00:00,175.03,179.38,172.22,174.04,84213284
12/8/2022 16:00:00,172.2,175.2,169.06,173.44,97624491
12/9/2022 16:00:00,173.84,182.5,173.36,179.05,104872336
12/12/2022 16:00:00,176.1,177.37,167.52,167.82,109794471
12/13/2022 16:00:00,174.87,175.05,156.91,160.95,175862722
12/14/2022 16:00:00,159.25,161.62,155.31,156.8,140682338
12/15/2022 16:00:00,153.44,160.93,153.28,157.67,122334459
12/16/2022 16:00:00,159.64,160.99,150.04,150.23,139032175
12/19/2022 16:00:00,154,155.25,145.82,149.87,139390634
12/20/2022 16:00:00,146.05,148.47,137.66,137.8,159563267
12/21/2022 16:00:00,139.34,141.26,135.89,137.57,145417412
12/22/2022 16:00:00,136,136.63,122.26,125.35,210090250
12/23/2022 16:00:00,126.37,128.62,121.02,123.15,166989688
12/27/2022 16:00:00,117.5,119.67,108.76,109.1,208643444
12/28/2022 16:00:00,110.35,116.27,108.24,112.71,221070537
12/29/2022 16:00:00,120.39,123.57,117.5,121.82,221923313
12/30/2022 16:00:00,119.95,124.48,119.75,123.18,157777339
1/3/2023 16:00:00,118.47,118.8,104.64,108.1,231402818
1/4/2023 16:00:00,109.11,114.59,107.52,113.64,180388976
1/5/2023 16:00:00,110.51,111.75,107.16,110.34,157986324
1/6/2023 16:00:00,103,114.39,101.81,113.06,220911051
1/9/2023 16:00:00,118.96,123.52,117.11,119.77,190283951
1/10/2023 16:00:00,121.07,122.76,114.92,118.85,167642485
1/11/2023 16:00:00,122.09,125.95,120.51,123.22,183810771
1/12/2023 16:00:00,122.56,124.13,117,123.56,169400913
1/13/2023 16:00:00,116.55,122.63,115.6,122.4,180714119
1/17/2023 16:00:00,125.7,131.7,125.02,131.49,186476985
1/18/2023 16:00:00,136.56,136.68,127.01,128.78,195680318
1/19/2023 16:00:00,127.26,129.99,124.31,127.17,170291880
1/20/2023 16:00:00,128.68,133.51,127.35,133.42,138858136
1/23/2023 16:00:00,135.87,145.38,134.27,143.75,203119211
1/24/2023 16:00:00,143,146.5,141.1,143.89,158699056
1/25/2023 16:00:00,141.91,146.41,138.07,144.43,192734347
1/26/2023 16:00:00,159.97,161.42,154.76,160.27,234815090
1/27/2023 16:00:00,162.43,180.68,161.17,177.9,306590613
1/30/2023 16:00:00,178.05,179.77,166.5,166.66,230878807
1/31/2023 16:00:00,164.57,174.3,162.78,173.22,196813541
2/1/2023 16:00:00,173.89,183.81,169.93,181.41,213806323
2/2/2023 16:00:00,187.33,196.75,182.61,188.27,217448287
2/3/2023 16:00:00,183.95,199,183.69,189.98,232662023
2/6/2023 16:00:00,193.01,198.17,189.92,194.76,186188131
2/7/2023 16:00:00,196.43,197.5,189.55,196.81,186010325
2/8/2023 16:00:00,196.1,203,194.31,201.29,180673644
2/9/2023 16:00:00,207.78,214,204.77,207.32,215431442
2/10/2023 16:00:00,202.23,206.2,192.89,196.89,204754129
2/13/2023 16:00:00,194.42,196.3,187.61,194.64,172475452
2/14/2023 16:00:00,191.94,209.82,189.44,209.25,216455708
2/15/2023 16:00:00,211.76,214.66,206.11,214.24,182108581
2/16/2023 16:00:00,210.78,217.65,201.84,202.04,229586538
2/17/2023 16:00:00,199.99,208.44,197.5,208.31,213738549
2/21/2023 16:00:00,204.99,209.71,197.22,197.37,180018588
2/22/2023 16:00:00,197.93,201.99,191.78,200.86,191828457
2/23/2023 16:00:00,203.91,205.14,196.33,202.07,146359950
2/24/2023 16:00:00,196.33,197.67,192.8,196.88,142228105
2/27/2023 16:00:00,202.03,209.42,201.26,207.63,161028315
2/28/2023 16:00:00,210.59,211.23,203.75,205.71,153144912
3/1/2023 16:00:00,206.21,207.2,198.52,202.77,156852790
3/2/2023 16:00:00,186.74,193.75,186.01,190.9,181979154
3/3/2023 16:00:00,194.8,200.48,192.88,197.79,154193277
3/6/2023 16:00:00,198.54,198.6,192.3,193.81,128100106
3/7/2023 16:00:00,191.38,194.2,186.1,187.71,148125790
3/8/2023 16:00:00,185.04,186.5,180,182,151897763
3/9/2023 16:00:00,180.25,185.18,172.51,172.92,170023794
3/10/2023 16:00:00,175.13,178.29,168.44,173.44,191488872
3/13/2023 16:00:00,167.46,177.35,163.91,174.48,167790256
3/14/2023 16:00:00,177.31,183.8,177.14,183.26,143717897
3/15/2023 16:00:00,180.8,182.34,176.03,180.45,145995583
3/16/2023 16:00:00,180.37,185.81,178.84,184.13,121374453
3/17/2023 16:00:00,184.52,186.22,177.33,180.13,133197140
3/20/2023 16:00:00,178.08,186.44,176.35,183.25,129684359
3/21/2023 16:00:00,188.28,198,188.04,197.58,153391444
