Date,Open,High,Low,Close,Volume
01/08/2022 16:00:00,134.96,138.83,133.51,135.39,76846908
02/08/2022 16:00:00,134.72,137.44,134.09,134.16,61922429
03/08/2022 16:00:00,136.21,140.49,136.05,139.52,71827780
04/08/2022 16:00:00,140.58,143.56,139.55,142.57,70585020
05/08/2022 16:00:00,140.1,142.86,139.6,140.8,50686865
08/08/2022 16:00:00,142.05,144.23,138.29,139.41,52303475
09/08/2022 16:00:00,138.05,138.95,136.21,137.83,40434715
10/08/2022 16:00:00,142.9,144.6,141.01,142.69,54773819
11/08/2022 16:00:00,143.86,144.49,139.76,140.64,44867336
12/08/2022 16:00:00,142.05,143.57,140.12,143.55,47643484
15/08/2022 16:00:00,142.8,143.76,141.49,143.18,39014583
16/08/2022 16:00:00,143.91,146.57,142,144.78,59102859
17/08/2022 16:00:00,142.69,143.38,140.78,142.1,48149778
18/08/2022 16:00:00,141.32,142.77,140.38,142.3,37458737
19/08/2022 16:00:00,140.47,141.11,137.91,138.23,47792843
22/08/2022 16:00:00,135.72,136.32,132.85,133.22,50461504
23/08/2022 16:00:00,133.41,134.99,132.95,133.62,36252103
24/08/2022 16:00:00,132.75,135.47,132.1,133.8,38626978
25/08/2022 16:00:00,135.26,137.42,134.28,137.28,37496283
26/08/2022 16:00:00,136.55,137.83,130.5,130.75,53322663
29/08/2022 16:00:00,129.9,131.95,128.77,129.79,48101638
30/08/2022 16:00:00,131.25,132.07,126.85,128.73,49202990
31/08/2022 16:00:00,129.45,130.59,126.74,126.77,53648702
01/09/2022 16:00:00,126,128.02,123.66,127.82,56636145
02/09/2022 16:00:00,129.5,131.38,126.39,127.51,57429829
06/09/2022 16:00:00,127.92,128.62,124.74,126.11,43888587
07/09/2022 16:00:00,126.12,129.82,125.4,129.48,47834487
08/09/2022 16:00:00,127.72,130.28,127.1,129.82,43988509
09/09/2022 16:00:00,130.91,133.69,130.76,133.27,49422259
12/09/2022 16:00:00,134.1,136.49,134,136.45,53826859
13/09/2022 16:00:00,131.01,131.4,126.27,126.82,72694010
14/09/2022 16:00:00,127.36,128.84,126.33,128.55,45316772
15/09/2022 16:00:00,127.38,130.37,125.5,126.28,52887196
16/09/2022 16:00:00,122.78,123.87,120.7,123.53,115667804
19/09/2022 16:00:00,122.16,124.71,121.8,124.66,47279727
20/09/2022 16:00:00,123.35,124.4,121.14,122.19,47698432
21/09/2022 16:00:00,122.49,123.76,118.45,118.54,58498887
22/09/2022 16:00:00,117.08,118.79,116.26,117.31,55229190
23/09/2022 16:00:00,116,116.05,112.06,113.78,65126665
26/09/2022 16:00:00,113.3,117.34,113.13,115.15,62723268
27/09/2022 16:00:00,117.2,118.32,113.05,114.41,60094693
28/09/2022 16:00:00,114.38,118.7,113.8,118.01,55763750
29/09/2022 16:00:00,115.6,116.07,113.06,114.8,58969714
30/09/2022 16:00:00,114.08,116.92,112.84,113,59479586
03/10/2022 16:00:00,113.58,116.91,112.45,115.88,50941854
04/10/2022 16:00:00,119.89,123,119.79,121.09,62812564
05/10/2022 16:00:00,118.58,121.75,117.69,120.95,48217535
06/10/2022 16:00:00,120.77,121.53,119.5,120.3,42253755
07/10/2022 16:00:00,118,118.17,113.88,114.56,54677980
10/10/2022 16:00:00,115.1,116.25,112.43,113.67,42339675
11/10/2022 16:00:00,112.71,115.48,110.39,112.21,56432233
12/10/2022 16:00:00,112.49,113.83,111.4,112.9,45728660
13/10/2022 16:00:00,107.88,113.44,105.35,112.53,86868103
14/10/2022 16:00:00,114.1,114.96,106.6,106.9,67737344
17/10/2022 16:00:00,110.11,114.19,110.09,113.79,62781985
18/10/2022 16:00:00,119.06,119.52,114.79,116.36,65607448
19/10/2022 16:00:00,114.71,116.59,113.22,115.07,47198122
20/10/2022 16:00:00,113.83,118.24,113.51,115.25,48795104
21/10/2022 16:00:00,114.79,119.59,114.5,119.32,55660485
24/10/2022 16:00:00,119.98,120.39,116.57,119.82,49531523
25/10/2022 16:00:00,119.65,121.32,118.95,120.6,50934609
26/10/2022 16:00:00,116,119.35,114.76,115.66,69002457
27/10/2022 16:00:00,113.92,114.12,109.77,110.96,129605362
28/10/2022 16:00:00,97.91,103.96,97.66,103.41,223133398
31/10/2022 16:00:00,103.56,104.87,100.74,102.44,99251395
01/11/2022 16:00:00,103.99,104.58,96.06,96.79,153370032
02/11/2022 16:00:00,97.32,97.74,92.01,92.12,135761798
03/11/2022 16:00:00,92.47,93.5,89.02,89.3,136683303
04/11/2022 16:00:00,91.49,92.44,88.04,90.98,129101336
07/11/2022 16:00:00,91.95,92.1,89.04,90.53,77495728
08/11/2022 16:00:00,90.79,91.72,88.23,89.98,88703370
09/11/2022 16:00:00,89.47,89.48,85.87,86.14,90796249
10/11/2022 16:00:00,92.94,98.69,91.65,96.63,173414862
11/11/2022 16:00:00,97.88,101.19,96.66,100.79,111590544
14/11/2022 16:00:00,98.77,100.12,97.29,98.49,99533072
15/11/2022 16:00:00,103.21,103.79,97.34,98.94,111336317
16/11/2022 16:00:00,96.85,98.49,95.54,97.12,87958828
17/11/2022 16:00:00,95.37,96.97,94.03,94.85,82617865
18/11/2022 16:00:00,95.95,95.99,92.48,94.14,72428185
21/11/2022 16:00:00,93.97,95.02,90.59,92.46,84330270
22/11/2022 16:00:00,92.62,93.35,90.87,93.2,62191962
23/11/2022 16:00:00,93.24,94.58,92.83,94.13,59414684
25/11/2022 13:05:00,93.79,94.43,93.07,93.41,35088609
28/11/2022 16:00:00,93.93,96.4,93.43,93.95,75062316
29/11/2022 16:00:00,94.04,94.41,91.44,92.42,65567286
30/11/2022 16:00:00,92.47,96.54,91.53,96.54,102805806
01/12/2022 16:00:00,96.99,97.23,94.92,95.5,68487969
02/12/2022 16:00:00,94.48,95.36,93.78,94.13,72496388
05/12/2022 16:00:00,93.05,94.06,90.82,91.01,71535526
06/12/2022 16:00:00,90.5,91.04,87.9,88.25,75503628
07/12/2022 16:00:00,88.34,89.89,87.48,88.46,68086880
08/12/2022 16:00:00,89.24,90.86,87.88,90.35,73305887
09/12/2022 16:00:00,88.9,90.3,88.63,89.09,67398506
12/12/2022 16:00:00,89.21,90.58,87.87,90.55,61999762
13/12/2022 16:00:00,95.23,96.25,90.52,92.49,100212038
14/12/2022 16:00:00,92.5,93.46,89.87,91.58,70298006
15/12/2022 16:00:00,89.89,89.97,87.47,88.45,84802877
16/12/2022 16:00:00,88.27,89.35,86.73,87.86,146144064
19/12/2022 16:00:00,87.51,87.63,84.51,84.92,83531460
20/12/2022 16:00:00,85.33,86.61,84.33,85.19,74348301
21/12/2022 16:00:00,86.18,87.23,85.21,86.77,59267156
