Date,Open,High,Low,Close,Volume
8/1/2022 16:00:00,115.53,117.12,114.69,115.48,22856202
8/2/2022 16:00:00,114.43,117.08,114.26,115.9,17911039
8/3/2022 16:00:00,116.34,119.42,116.15,118.78,25302816
8/4/2022 16:00:00,118.3,119.5,117.71,118.87,15757698
8/5/2022 16:00:00,116.93,118.86,116.71,118.22,15615663
8/8/2022 16:00:00,119.12,120.86,117.83,118.14,17061112
8/9/2022 16:00:00,117.99,118.2,116.56,117.5,15424257
8/10/2022 16:00:00,119.59,121.78,119.36,120.65,20497021
8/11/2022 16:00:00,122.08,122.34,119.55,119.82,16671627
8/12/2022 16:00:00,121.16,122.65,120.4,122.65,16121087
8/15/2022 16:00:00,122.21,123.26,121.57,122.88,15524951
8/16/2022 16:00:00,122.32,123.23,121.54,122.51,15626171
8/17/2022 16:00:00,120.93,122.15,120.2,120.32,17589157
8/18/2022 16:00:00,120.23,121.69,119.55,120.86,15652029
8/19/2022 16:00:00,119.87,120,117.67,118.12,20186983
8/22/2022 16:00:00,116.1,116.5,114.67,115.07,19316024
8/23/2022 16:00:00,114.32,115.93,114.3,114.77,14390691
8/24/2022 16:00:00,114.45,115.72,113.78,114.7,16051174
8/25/2022 16:00:00,115.15,117.78,115.05,117.7,14874666
8/26/2022 16:00:00,115.81,116.6,111.22,111.3,31698668
8/29/2022 16:00:00,110.78,111.96,109.81,110.34,20386142
8/30/2022 16:00:00,111.03,111.37,108.8,109.91,20548202
8/31/2022 16:00:00,111.63,111.77,109.05,109.15,25897978
9/1/2022 16:00:00,109.2,111.22,108.19,110.55,22784385
9/2/2022 16:00:00,111.34,111.68,108.13,108.68,20618080
9/6/2022 16:00:00,108.14,108.88,106.51,107.48,20565050
9/7/2022 16:00:00,107.76,110.99,107.62,110.48,22987178
9/8/2022 16:00:00,109.18,110.58,108.06,109.42,21660654
9/9/2022 16:00:00,110.05,112,110,111.78,21745034
9/12/2022 16:00:00,111.99,112.64,110.93,111.87,19732905
9/13/2022 16:00:00,108.89,109.37,105,105.31,33014991
9/14/2022 16:00:00,105.44,106.1,104.5,105.87,22115805
9/15/2022 16:00:00,105.01,106.21,103.31,103.9,26494933
9/16/2022 16:00:00,102.97,104.03,101.86,103.63,64540115
9/19/2022 16:00:00,102.54,104.02,102.37,103.85,19738603
9/20/2022 16:00:00,102.88,103.17,101.12,101.83,24001668
9/21/2022 16:00:00,102.24,103.49,99.99,100.01,26596757
9/22/2022 16:00:00,99.45,101.68,99.41,100.57,21272675
9/23/2022 16:00:00,100.06,100.11,98.01,99.17,25656959
9/26/2022 16:00:00,98.61,100.44,98.38,98.81,22437938
9/27/2022 16:00:00,99.91,100.46,97.34,98.09,24224988
9/28/2022 16:00:00,98.02,101.4,97.8,100.74,24616999
9/29/2022 16:00:00,99.3,99.3,96.52,98.09,21921520
